产品品牌,产品型号,产品称号,历史品牌,历史型号,产品类型,内径d,外径D,宽度B,油脂转速,油气转速,质量KG,产品系列,精度等级,预紧等级,密封形式,角度,滚动体大小,滚动体材料,配组列数,配组形式,说明,标签,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_brand,product_model,product_label,product_brand_old,product_model_old,product_class,ind,oud,wid,speed_g,speed_o,weight,serie,accuracy,preload,seal,angle,r_size,r_matel,assembly_no,assembly_type,note,tag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71817CDGA/P4,71817 CD GA / P4,SNFA,SEA857CE1UL,角接触球轴承,85,110,13,11000,17000,0.266,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71818CDGA/P4,71818 CD GA / P4,SNFA,SEA907CE1UL,角接触球轴承,90,115,13,11000,17000,0.279,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71819CDGA/P4,71819 CD GA / P4,SNFA,SEA957CE1UL,角接触球轴承,95,120,13,10000,16000,0.292,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71820CDGA/P4,71820 CD GA / P4,SNFA,SEA1007CE1UL,角接触球轴承,100,125,13,9000,14000,0.31,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71821CDGA/P4,71821 CD GA / P4,SNFA,SEA1057CE1UL,角接触球轴承,105,130,13,9000,14000,0.32,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71822CDGA/P4,71822 CD GA / P4,SNFA,SEA1107CE1UL,角接触球轴承,110,140,16,8000,13000,0.505,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71824CDGA/P4,71824 CD GA / P4,SNFA,SEA1207CE1UL,角接触球轴承,120,150,16,7500,12000,0.55,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71826CDGA/P4,71826 CD GA / P4,SNFA,SEA1307CE1UL,角接触球轴承,130,165,18,7000,11000,0.77,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71828CDGA/P4,71828 CD GA / P4,SNFA,SEA1407CE1UL,角接触球轴承,140,175,18,6300,10000,0.8,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71830CDGA/P4,71830 CD GA / P4,SNFA,SEA1507CE1UL,角接触球轴承,150,190,20,6000,9000,1.1,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71832CDGA/P4,71832 CD GA / P4,SNFA,SEA1607CE1UL,角接触球轴承,160,200,20,5600,8500,1.233,718,P4,轻,开式,15,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71800ACDGA/P4,71800 ACD GA / P4,SNFA,SEA107CE3UL,角接触球轴承,10,19,5,70000,110000,0.005,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71801ACDGA/P4,71801 ACD GA / P4,SNFA,SEA127CE3UL,角接触球轴承,12,21,5,63000,95000,0.006,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71802ACDGA/P4,71802 ACD GA / P4,SNFA,SEA157CE3UL,角接触球轴承,15,24,5,53000,80000,0.007,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71803ACDGA/P4,71803 ACD GA / P4,SNFA,SEA177CE3UL,角接触球轴承,17,26,5,48000,75000,0.01,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71804ACDGA/P4,71804 ACD GA / P4,SNFA,SEA207CE3UL,角接触球轴承,20,32,7,40000,63000,0.018,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71805ACDGA/P4,71805 ACD GA / P4,SNFA,SEA257CE3UL,角接触球轴承,25,37,7,34000,53000,0.021,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71806ACDGA/P4,71806 ACD GA / P4,SNFA,SEA307CE3UL,角接触球轴承,30,42,7,28000,45000,0.026,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71807ACDGA/P4,71807 ACD GA / P4,SNFA,SEA357CE3UL,角接触球轴承,35,47,7,26000,40000,0.028,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71808ACDGA/P4,71808 ACD GA / P4,SNFA,SEA407CE3UL,角接触球轴承,40,52,7,22000,34000,0.031,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71809ACDGA/P4,71809 ACD GA / P4,SNFA,SEA457CE3UL,角接触球轴承,45,58,7,20000,30000,0.039,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71810ACDGA/P4,71810 ACD GA / P4,SNFA,SEA507CE3UL,角接触球轴承,50,65,7,18000,28000,0.051,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71811ACDGA/P4,71811 ACD GA / P4,SNFA,SEA557CE3UL,角接触球轴承,55,72,9,16000,24000,0.081,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71812ACDGA/P4,71812 ACD GA / P4,SNFA,SEA607CE3UL,角接触球轴承,60,78,10,15000,22000,0.1,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71813ACDGA/P4,71813 ACD GA / P4,SNFA,SEA657CE3UL,角接触球轴承,65,85,10,13000,20000,0.126,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71814ACDGA/P4,71814 ACD GA / P4,SNFA,SEA707CE3UL,角接触球轴承,70,90,10,13000,19000,0.134,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71815ACDGA/P4,71815 ACD GA / P4,SNFA,SEA757CE3UL,角接触球轴承,75,95,10,12000,18000,0.142,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71816ACDGA/P4,71816 ACD GA / P4,SNFA,SEA807CE3UL,角接触球轴承,80,100,10,11000,17000,0.151,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71817ACDGA/P4,71817 ACD GA / P4,SNFA,SEA857CE3UL,角接触球轴承,85,110,13,10000,16000,0.266,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71818ACDGA/P4,71818 ACD GA / P4,SNFA,SEA907CE3UL,角接触球轴承,90,115,13,10000,15000,0.279,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71819ACDGA/P4,71819 ACD GA / P4,SNFA,SEA957CE3UL,角接触球轴承,95,120,13,9500,14000,0.292,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71820ACDGA/P4,71820 ACD GA / P4,SNFA,SEA1007CE3UL,角接触球轴承,100,125,13,8500,13000,0.31,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71821ACDGA/P4,71821 ACD GA / P4,SNFA,SEA1057CE3UL,角接触球轴承,105,130,13,8000,12000,0.32,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71822ACDGA/P4,71822 ACD GA / P4,SNFA,SEA1107CE3UL,角接触球轴承,110,140,16,7500,12000,0.505,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71824ACDGA/P4,71824 ACD GA / P4,SNFA,SEA1207CE3UL,角接触球轴承,120,150,16,6700,11000,0.55,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71826ACDGA/P4,71826 ACD GA / P4,SNFA,SEA1307CE3UL,角接触球轴承,130,165,18,6300,9500,0.77,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,71828ACDGA/P4,71828 ACD GA / P4,SNFA,SEA1407CE3UL,角接触球轴承,140,175,18,6000,9000,0.8,718,P4,轻,开式,25,大,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
